region;ålder;kön;år;Folkmängd
01 Stockholms län;70-74 år;män;2011;33595
01 Stockholms län;70-74 år;män;2012;36319
01 Stockholms län;70-74 år;män;2013;39422
01 Stockholms län;70-74 år;män;2014;42793
01 Stockholms län;70-74 år;män;2015;45862
01 Stockholms län;70-74 år;män;2016;48325
01 Stockholms län;70-74 år;män;2017;49704
01 Stockholms län;70-74 år;män;2018;49699
01 Stockholms län;70-74 år;kvinnor;2008;33250
01 Stockholms län;70-74 år;kvinnor;2009;34697
01 Stockholms län;70-74 år;kvinnor;2010;35876
01 Stockholms län;70-74 år;kvinnor;2011;37455
01 Stockholms län;70-74 år;kvinnor;2012;40023
01 Stockholms län;70-74 år;kvinnor;2013;43150
01 Stockholms län;70-74 år;kvinnor;2014;46892
01 Stockholms län;70-74 år;kvinnor;2015;50656
01 Stockholms län;70-74 år;kvinnor;2016;53624
01 Stockholms län;70-74 år;kvinnor;2017;55373
01 Stockholms län;70-74 år;kvinnor;2018;55891
01 Stockholms län;75-79 år;män;2008;20880
01 Stockholms län;75-79 år;män;2009;21257
01 Stockholms län;75-79 år;män;2010;21723
01 Stockholms län;75-79 år;män;2011;22359
01 Stockholms län;75-79 år;män;2012;23203
01 Stockholms län;75-79 år;män;2013;24563
01 Stockholms län;75-79 år;män;2014;26094
01 Stockholms län;75-79 år;män;2015;27517
01 Stockholms län;75-79 år;män;2016;29090
01 Stockholms län;75-79 år;män;2017;31465
01 Stockholms län;75-79 år;män;2018;34199
01 Stockholms län;75-79 år;kvinnor;2008;28476
01 Stockholms län;75-79 år;kvinnor;2009;28213
01 Stockholms län;75-79 år;kvinnor;2010;27969
01 Stockholms län;75-79 år;kvinnor;2011;28461
01 Stockholms län;75-79 år;kvinnor;2012;28982
01 Stockholms län;75-79 år;kvinnor;2013;30201
01 Stockholms län;75-79 år;kvinnor;2014;31558
01 Stockholms län;75-79 år;kvinnor;2015;32771
01 Stockholms län;75-79 år;kvinnor;2016;34278
01 Stockholms län;75-79 år;kvinnor;2017;36674
01 Stockholms län;75-79 år;kvinnor;2018;39440
01 Stockholms län;80-84 år;män;2008;15762
01 Stockholms län;80-84 år;män;2009;15494
01 Stockholms län;80-84 år;män;2010;15419
01 Stockholms län;80-84 år;män;2011;15513
01 Stockholms län;80-84 år;män;2012;15825
01 Stockholms län;80-84 år;män;2013;16027
01 Stockholms län;80-84 år;män;2014;16308
01 Stockholms län;80-84 år;män;2015;16767
01 Stockholms län;80-84 år;män;2016;17384
01 Stockholms län;80-84 år;män;2017;18142
01 Stockholms län;80-84 år;män;2018;19233
01 Stockholms län;80-84 år;kvinnor;2008;25231
01 Stockholms län;80-84 år;kvinnor;2009;24777
01 Stockholms län;80-84 år;kvinnor;2010;24454
01 Stockholms län;80-84 år;kvinnor;2011;24159
01 Stockholms län;80-84 år;kvinnor;2012;24164
01 Stockholms län;80-84 år;kvinnor;2013;23793
01 Stockholms län;80-84 år;kvinnor;2014;23603
01 Stockholms län;80-84 år;kvinnor;2015;23487
01 Stockholms län;80-84 år;kvinnor;2016;23907
01 Stockholms län;80-84 år;kvinnor;2017;24490
01 Stockholms län;80-84 år;kvinnor;2018;25626
01 Stockholms län;85-89 år;män;2008;9719
01 Stockholms län;85-89 år;män;2009;9930
01 Stockholms län;85-89 år;män;2010;9876
01 Stockholms län;85-89 år;män;2011;9734
01 Stockholms län;85-89 år;män;2012;9632
01 Stockholms län;85-89 år;män;2013;9653
01 Stockholms län;85-89 år;män;2014;9600
01 Stockholms län;85-89 år;män;2015;9541
01 Stockholms län;85-89 år;män;2016;9758
01 Stockholms län;85-89 år;män;2017;9935
01 Stockholms län;85-89 år;män;2018;10112
01 Stockholms län;85-89 år;kvinnor;2008;19401
01 Stockholms län;85-89 år;kvinnor;2009;19597
01 Stockholms län;85-89 år;kvinnor;2010;19017
01 Stockholms län;85-89 år;kvinnor;2011;18529
01 Stockholms län;85-89 år;kvinnor;2012;18138
01 Stockholms län;85-89 år;kvinnor;2013;17867
01 Stockholms län;85-89 år;kvinnor;2014;17600
01 Stockholms län;85-89 år;kvinnor;2015;17395
01 Stockholms län;85-89 år;kvinnor;2016;17305
01 Stockholms län;85-89 år;kvinnor;2017;17261
01 Stockholms län;85-89 år;kvinnor;2018;17065
01 Stockholms län;90-94 år;män;2008;3002
01 Stockholms län;90-94 år;män;2009;3181
01 Stockholms län;90-94 år;män;2010;3524
01 Stockholms län;90-94 år;män;2011;3797
01 Stockholms län;90-94 år;män;2012;3874
01 Stockholms län;90-94 år;män;2013;4075
01 Stockholms län;90-94 år;män;2014;4179
01 Stockholms län;90-94 år;män;2015;4253
01 Stockholms län;90-94 år;män;2016;4234
01 Stockholms län;90-94 år;män;2017;4225
01 Stockholms län;90-94 år;män;2018;4180
01 Stockholms län;90-94 år;kvinnor;2008;8478
01 Stockholms län;90-94 år;kvinnor;2009;8690
01 Stockholms län;90-94 år;kvinnor;2010;9414
01 Stockholms län;90-94 år;kvinnor;2011;9777
01 Stockholms län;90-94 år;kvinnor;2012;9874
01 Stockholms län;90-94 år;kvinnor;2013;10062
01 Stockholms län;90-94 år;kvinnor;2014;10076
01 Stockholms län;90-94 år;kvinnor;2015;9900
01 Stockholms län;90-94 år;kvinnor;2016;9620
01 Stockholms län;90-94 år;kvinnor;2017;9590
01 Stockholms län;90-94 år;kvinnor;2018;9468
01 Stockholms län;95-99 år;män;2008;533
01 Stockholms län;95-99 år;män;2009;548
01 Stockholms län;95-99 år;män;2010;566
01 Stockholms län;95-99 år;män;2011;586
01 Stockholms län;95-99 år;män;2012;634
01 Stockholms län;95-99 år;män;2013;669
01 Stockholms län;95-99 år;män;2014;732
01 Stockholms län;95-99 år;män;2015;831
01 Stockholms län;95-99 år;män;2016;899
01 Stockholms län;95-99 år;män;2017;916
01 Stockholms län;95-99 år;män;2018;957
01 Stockholms län;95-99 år;kvinnor;2008;2416
01 Stockholms län;95-99 år;kvinnor;2009;2471
01 Stockholms län;95-99 år;kvinnor;2010;2521
01 Stockholms län;95-99 år;kvinnor;2011;2534
01 Stockholms län;95-99 år;kvinnor;2012;2527
01 Stockholms län;95-99 år;kvinnor;2013;2628
01 Stockholms län;95-99 år;kvinnor;2014;2618
01 Stockholms län;95-99 år;kvinnor;2015;2954
01 Stockholms län;95-99 år;kvinnor;2016;3096
01 Stockholms län;95-99 år;kvinnor;2017;3088
01 Stockholms län;95-99 år;kvinnor;2018;3130
01 Stockholms län;100+ år;män;2008;45
01 Stockholms län;100+ år;män;2009;50
01 Stockholms län;100+ år;män;2010;52
01 Stockholms län;100+ år;män;2011;64
01 Stockholms län;100+ år;män;2012;56
01 Stockholms län;100+ år;män;2013;59
01 Stockholms län;100+ år;män;2014;64
01 Stockholms län;100+ år;män;2015;63
01 Stockholms län;100+ år;män;2016;55
01 Stockholms län;100+ år;män;2017;64
01 Stockholms län;100+ år;män;2018;74
01 Stockholms län;100+ år;kvinnor;2008;322
01 Stockholms län;100+ år;kvinnor;2009;342
01 Stockholms län;100+ år;kvinnor;2010;349
01 Stockholms län;100+ år;kvinnor;2011;357
01 Stockholms län;100+ år;kvinnor;2012;386
01 Stockholms län;100+ år;kvinnor;2013;384
01 Stockholms län;100+ år;kvinnor;2014;396
01 Stockholms län;100+ år;kvinnor;2015;384
01 Stockholms län;100+ år;kvinnor;2016;386
01 Stockholms län;100+ år;kvinnor;2017;394
01 Stockholms län;100+ år;kvinnor;2018;431
03 Uppsala län;55-59 år;män;2008;10072
03 Uppsala län;55-59 år;män;2009;9922
03 Uppsala län;55-59 år;män;2010;9798
03 Uppsala län;55-59 år;män;2011;10003
03 Uppsala län;55-59 år;män;2012;10019
03 Uppsala län;55-59 år;män;2013;10063
03 Uppsala län;55-59 år;män;2014;10008
03 Uppsala län;55-59 år;män;2015;10043
03 Uppsala län;55-59 år;män;2016;9906
03 Uppsala län;55-59 år;män;2017;10071
03 Uppsala län;55-59 år;män;2018;10348
03 Uppsala län;55-59 år;kvinnor;2008;10359
03 Uppsala län;55-59 år;kvinnor;2009;10083
03 Uppsala län;55-59 år;kvinnor;2010;10053
03 Uppsala län;55-59 år;kvinnor;2011;10141
03 Uppsala län;55-59 år;kvinnor;2012;10102
03 Uppsala län;55-59 år;kvinnor;2013;10068
03 Uppsala län;55-59 år;kvinnor;2014;10183
03 Uppsala län;55-59 år;kvinnor;2015;10173
03 Uppsala län;55-59 år;kvinnor;2016;10232
03 Uppsala län;55-59 år;kvinnor;2017;10247
03 Uppsala län;55-59 år;kvinnor;2018;10413
03 Uppsala län;60-64 år;män;2008;11181
03 Uppsala län;60-64 år;män;2009;11065
03 Uppsala län;60-64 år;män;2010;10873
03 Uppsala län;60-64 år;män;2011;10493
03 Uppsala län;60-64 år;män;2012;10176
03 Uppsala län;60-64 år;män;2013;9811
03 Uppsala län;60-64 år;män;2014;9694
03 Uppsala län;60-64 år;män;2015;9573
03 Uppsala län;60-64 år;män;2016;9784
03 Uppsala län;60-64 år;män;2017;9866
03 Uppsala län;60-64 år;män;2018;9962
03 Uppsala län;60-64 år;kvinnor;2008;11151
03 Uppsala län;60-64 år;kvinnor;2009;11208
03 Uppsala län;60-64 år;kvinnor;2010;10972
03 Uppsala län;60-64 år;kvinnor;2011;10694
03 Uppsala län;60-64 år;kvinnor;2012;10473
03 Uppsala län;60-64 år;kvinnor;2013;10224
03 Uppsala län;60-64 år;kvinnor;2014;9902
03 Uppsala län;60-64 år;kvinnor;2015;9885
03 Uppsala län;60-64 år;kvinnor;2016;9991
03 Uppsala län;60-64 år;kvinnor;2017;10013
03 Uppsala län;60-64 år;kvinnor;2018;10059
03 Uppsala län;65-69 år;män;2008;7973
03 Uppsala län;65-69 år;män;2009;8676
03 Uppsala län;65-69 år;män;2010;9376
03 Uppsala län;65-69 år;män;2011;10002
03 Uppsala län;65-69 år;män;2012;10419
03 Uppsala län;65-69 år;män;2013;10661
03 Uppsala län;65-69 år;män;2014;10535
03 Uppsala län;65-69 år;män;2015;10377
03 Uppsala län;65-69 år;män;2016;10024
03 Uppsala län;65-69 år;män;2017;9705
03 Uppsala län;65-69 år;män;2018;9413
03 Uppsala län;65-69 år;kvinnor;2008;7906
03 Uppsala län;65-69 år;kvinnor;2009;8590
03 Uppsala län;65-69 år;kvinnor;2010;9397
03 Uppsala län;65-69 år;kvinnor;2011;10063
03 Uppsala län;65-69 år;kvinnor;2012;10482
03 Uppsala län;65-69 år;kvinnor;2013;10820
03 Uppsala län;65-69 år;kvinnor;2014;10835
03 Uppsala län;65-69 år;kvinnor;2015;10649
03 Uppsala län;65-69 år;kvinnor;2016;10449
03 Uppsala län;65-69 år;kvinnor;2017;10251
03 Uppsala län;65-69 år;kvinnor;2018;9966
03 Uppsala län;70-74 år;män;2008;5403
03 Uppsala län;70-74 år;män;2009;5749
03 Uppsala län;70-74 år;män;2010;6049
03 Uppsala län;70-74 år;män;2011;6391
03 Uppsala län;70-74 år;män;2012;6829
03 Uppsala län;70-74 år;män;2013;7409
03 Uppsala län;70-74 år;män;2014;8042
03 Uppsala län;70-74 år;män;2015;8698
03 Uppsala län;70-74 år;män;2016;9275
03 Uppsala län;70-74 år;män;2017;9644
03 Uppsala län;70-74 år;män;2018;9888
03 Uppsala län;70-74 år;kvinnor;2008;5868
03 Uppsala län;70-74 år;kvinnor;2009;6120
03 Uppsala län;70-74 år;kvinnor;2010;6332
03 Uppsala län;70-74 år;kvinnor;2011;6533
03 Uppsala län;70-74 år;kvinnor;2012;7006
03 Uppsala län;70-74 år;kvinnor;2013;7553
03 Uppsala län;70-74 år;kvinnor;2014;8209
03 Uppsala län;70-74 år;kvinnor;2015;8922
03 Uppsala län;70-74 år;kvinnor;2016;9588
03 Uppsala län;70-74 år;kvinnor;2017;9996
03 Uppsala län;70-74 år;kvinnor;2018;10297
03 Uppsala län;75-79 år;män;2008;4123
03 Uppsala län;75-79 år;män;2009;4156
03 Uppsala län;75-79 år;män;2010;4222
03 Uppsala län;75-79 år;män;2011;4262
03 Uppsala län;75-79 år;män;2012;4443
03 Uppsala län;75-79 år;män;2013;4726
03 Uppsala län;75-79 år;män;2014;5021
03 Uppsala län;75-79 år;män;2015;5308
03 Uppsala län;75-79 år;män;2016;5628
03 Uppsala län;75-79 år;män;2017;6008
03 Uppsala län;75-79 år;män;2018;6509
03 Uppsala län;75-79 år;kvinnor;2008;4945
03 Uppsala län;75-79 år;kvinnor;2009;4974
03 Uppsala län;75-79 år;kvinnor;2010;5014
03 Uppsala län;75-79 år;kvinnor;2011;5087
03 Uppsala län;75-79 år;kvinnor;2012;5191
03 Uppsala län;75-79 år;kvinnor;2013;5375
03 Uppsala län;75-79 år;kvinnor;2014;5601
03 Uppsala län;75-79 år;kvinnor;2015;5808
03 Uppsala län;75-79 år;kvinnor;2016;5973
03 Uppsala län;75-79 år;kvinnor;2017;6402
03 Uppsala län;75-79 år;kvinnor;2018;6902
03 Uppsala län;80-84 år;män;2008;3055
03 Uppsala län;80-84 år;män;2009;3124
03 Uppsala län;80-84 år;män;2010;3171
03 Uppsala län;80-84 år;män;2011;3186
03 Uppsala län;80-84 år;män;2012;3242
03 Uppsala län;80-84 år;män;2013;3195
03 Uppsala län;80-84 år;män;2014;3230
03 Uppsala län;80-84 år;män;2015;3271
03 Uppsala län;80-84 år;män;2016;3326
03 Uppsala län;80-84 år;män;2017;3536
03 Uppsala län;80-84 år;män;2018;3769
03 Uppsala län;80-84 år;kvinnor;2008;4403
03 Uppsala län;80-84 år;kvinnor;2009;4307
03 Uppsala län;80-84 år;kvinnor;2010;4228
03 Uppsala län;80-84 år;kvinnor;2011;4222
03 Uppsala län;80-84 år;kvinnor;2012;4236
03 Uppsala län;80-84 år;kvinnor;2013;4204
03 Uppsala län;80-84 år;kvinnor;2014;4246
03 Uppsala län;80-84 år;kvinnor;2015;4267
03 Uppsala län;80-84 år;kvinnor;2016;4395
03 Uppsala län;80-84 år;kvinnor;2017;4500
03 Uppsala län;80-84 år;kvinnor;2018;4660
03 Uppsala län;85-89 år;män;2008;1855
03 Uppsala län;85-89 år;män;2009;1854
03 Uppsala län;85-89 år;män;2010;1817
03 Uppsala län;85-89 år;män;2011;1819
03 Uppsala län;85-89 år;män;2012;1799
03 Uppsala län;85-89 år;män;2013;1856
03 Uppsala län;85-89 år;män;2014;1972
03 Uppsala län;85-89 år;män;2015;1993
03 Uppsala län;85-89 år;män;2016;2010
03 Uppsala län;85-89 år;män;2017;2025
03 Uppsala län;85-89 år;män;2018;2054
03 Uppsala län;85-89 år;kvinnor;2008;3192
03 Uppsala län;85-89 år;kvinnor;2009;3247
03 Uppsala län;85-89 år;kvinnor;2010;3234
03 Uppsala län;85-89 år;kvinnor;2011;3173
03 Uppsala län;85-89 år;kvinnor;2012;3124
03 Uppsala län;85-89 år;kvinnor;2013;3130
03 Uppsala län;85-89 år;kvinnor;2014;3052
03 Uppsala län;85-89 år;kvinnor;2015;3004
03 Uppsala län;85-89 år;kvinnor;2016;3036
03 Uppsala län;85-89 år;kvinnor;2017;3046
03 Uppsala län;85-89 år;kvinnor;2018;3114
03 Uppsala län;90-94 år;män;2008;598
03 Uppsala län;90-94 år;män;2009;604
03 Uppsala län;90-94 år;män;2010;667
03 Uppsala län;90-94 år;män;2011;711
03 Uppsala län;90-94 år;män;2012;724
03 Uppsala län;90-94 år;män;2013;707
03 Uppsala län;90-94 år;män;2014;710
03 Uppsala län;90-94 år;män;2015;719
03 Uppsala län;90-94 år;män;2016;752
03 Uppsala län;90-94 år;män;2017;778
03 Uppsala län;90-94 år;män;2018;810
03 Uppsala län;90-94 år;kvinnor;2008;1290
03 Uppsala län;90-94 år;kvinnor;2009;1346
03 Uppsala län;90-94 år;kvinnor;2010;1451
03 Uppsala län;90-94 år;kvinnor;2011;1542
03 Uppsala län;90-94 år;kvinnor;2012;1554
03 Uppsala län;90-94 år;kvinnor;2013;1604
03 Uppsala län;90-94 år;kvinnor;2014;1642
03 Uppsala län;90-94 år;kvinnor;2015;1661
03 Uppsala län;90-94 år;kvinnor;2016;1662
03 Uppsala län;90-94 år;kvinnor;2017;1668
03 Uppsala län;90-94 år;kvinnor;2018;1683
03 Uppsala län;95-99 år;män;2008;110
03 Uppsala län;95-99 år;män;2009;110
03 Uppsala län;95-99 år;män;2010;121
03 Uppsala län;95-99 år;män;2011;129
03 Uppsala län;95-99 år;män;2012;117
03 Uppsala län;95-99 år;män;2013;119
03 Uppsala län;95-99 år;män;2014;131
03 Uppsala län;95-99 år;män;2015;144
03 Uppsala län;95-99 år;män;2016;173
03 Uppsala län;95-99 år;män;2017;185
03 Uppsala län;95-99 år;män;2018;168
03 Uppsala län;95-99 år;kvinnor;2008;358
03 Uppsala län;95-99 år;kvinnor;2009;348
03 Uppsala län;95-99 år;kvinnor;2010;344
03 Uppsala län;95-99 år;kvinnor;2011;355
03 Uppsala län;95-99 år;kvinnor;2012;367
03 Uppsala län;95-99 år;kvinnor;2013;389
03 Uppsala län;95-99 år;kvinnor;2014;412
03 Uppsala län;95-99 år;kvinnor;2015;461
03 Uppsala län;95-99 år;kvinnor;2016;482
03 Uppsala län;95-99 år;kvinnor;2017;496
03 Uppsala län;95-99 år;kvinnor;2018;503
03 Uppsala län;100+ år;män;2008;14
03 Uppsala län;100+ år;män;2009;14
03 Uppsala län;100+ år;män;2010;10
03 Uppsala län;100+ år;män;2011;12
03 Uppsala län;100+ år;män;2012;12
03 Uppsala län;100+ år;män;2013;14
03 Uppsala län;100+ år;män;2014;8
03 Uppsala län;100+ år;män;2015;11
03 Uppsala län;100+ år;män;2016;12
03 Uppsala län;100+ år;män;2017;13
03 Uppsala län;100+ år;män;2018;16
03 Uppsala län;100+ år;kvinnor;2008;43
03 Uppsala län;100+ år;kvinnor;2009;44
03 Uppsala län;100+ år;kvinnor;2010;43
03 Uppsala län;100+ år;kvinnor;2011;44
03 Uppsala län;100+ år;kvinnor;2012;47
03 Uppsala län;100+ år;kvinnor;2013;58
03 Uppsala län;100+ år;kvinnor;2014;51
03 Uppsala län;100+ år;kvinnor;2015;47
03 Uppsala län;100+ år;kvinnor;2016;58
03 Uppsala län;100+ år;kvinnor;2017;63
03 Uppsala län;100+ år;kvinnor;2018;63
04 Södermanlands län;55-59 år;män;2008;9030
04 Södermanlands län;55-59 år;män;2009;8646
04 Södermanlands län;55-59 år;män;2010;8530
04 Södermanlands län;55-59 år;män;2011;8557
04 Södermanlands län;55-59 år;män;2012;8532
04 Södermanlands län;55-59 år;män;2013;8533
04 Södermanlands län;55-59 år;män;2014;8626
04 Södermanlands län;55-59 år;män;2015;8653
04 Södermanlands län;55-59 år;män;2016;8676
04 Södermanlands län;55-59 år;män;2017;8829
04 Södermanlands län;55-59 år;män;2018;8958
04 Södermanlands län;55-59 år;kvinnor;2008;9000
04 Södermanlands län;55-59 år;kvinnor;2009;8701
04 Södermanlands län;55-59 år;kvinnor;2010;8669
04 Södermanlands län;55-59 år;kvinnor;2011;8550
04 Södermanlands län;55-59 år;kvinnor;2012;8508
04 Södermanlands län;55-59 år;kvinnor;2013;8508
04 Södermanlands län;55-59 år;kvinnor;2014;8582
04 Södermanlands län;55-59 år;kvinnor;2015;8536
04 Södermanlands län;55-59 år;kvinnor;2016;8464
04 Södermanlands län;55-59 år;kvinnor;2017;8567
04 Södermanlands län;55-59 år;kvinnor;2018;8649
04 Södermanlands län;60-64 år;män;2008;10180
04 Södermanlands län;60-64 år;män;2009;10016
04 Södermanlands län;60-64 år;män;2010;9775
04 Södermanlands län;60-64 år;män;2011;9431
04 Södermanlands län;60-64 år;män;2012;9154
04 Södermanlands län;60-64 år;män;2013;8915
04 Södermanlands län;60-64 år;män;2014;8583
04 Södermanlands län;60-64 år;män;2015;8468
04 Södermanlands län;60-64 år;män;2016;8475
04 Södermanlands län;60-64 år;män;2017;8475
04 Södermanlands län;60-64 år;män;2018;8480
04 Södermanlands län;60-64 år;kvinnor;2008;10240
04 Södermanlands län;60-64 år;kvinnor;2009;10089
04 Södermanlands län;60-64 år;kvinnor;2010;9802
04 Södermanlands län;60-64 år;kvinnor;2011;9572
04 Södermanlands län;60-64 år;kvinnor;2012;9246
04 Södermanlands län;60-64 år;kvinnor;2013;9025
04 Södermanlands län;60-64 år;kvinnor;2014;8767
04 Södermanlands län;60-64 år;kvinnor;2015;8722
04 Södermanlands län;60-64 år;kvinnor;2016;8651
04 Södermanlands län;60-64 år;kvinnor;2017;8571
04 Södermanlands län;60-64 år;kvinnor;2018;8583
04 Södermanlands län;65-69 år;män;2008;7870
04 Södermanlands län;65-69 år;män;2009;8490
04 Södermanlands län;65-69 år;män;2010;9005
04 Södermanlands län;65-69 år;män;2011;9483
04 Södermanlands län;65-69 år;män;2012;9808
04 Södermanlands län;65-69 år;män;2013;9884
04 Södermanlands län;65-69 år;män;2014;9720
04 Södermanlands län;65-69 år;män;2015;9548
04 Södermanlands län;65-69 år;män;2016;9216
04 Södermanlands län;65-69 år;män;2017;8922
04 Södermanlands län;65-69 år;män;2018;8671
04 Södermanlands län;65-69 år;kvinnor;2008;7834
04 Södermanlands län;65-69 år;kvinnor;2009;8426
04 Södermanlands län;65-69 år;kvinnor;2010;9056
04 Södermanlands län;65-69 år;kvinnor;2011;9583
04 Södermanlands län;65-69 år;kvinnor;2012;10002
04 Södermanlands län;65-69 år;kvinnor;2013;10081
04 Södermanlands län;65-69 år;kvinnor;2014;9965
04 Södermanlands län;65-69 år;kvinnor;2015;9752
04 Södermanlands län;65-69 år;kvinnor;2016;9528
04 Södermanlands län;65-69 år;kvinnor;2017;9231
04 Södermanlands län;65-69 år;kvinnor;2018;8992
04 Södermanlands län;70-74 år;män;2008;5667
04 Södermanlands län;70-74 år;män;2009;5968
04 Södermanlands län;70-74 år;män;2010;6302
04 Södermanlands län;70-74 år;män;2011;6439
04 Södermanlands län;70-74 år;män;2012;6891
04 Södermanlands län;70-74 år;män;2013;7291
04 Södermanlands län;70-74 år;män;2014;7929
04 Södermanlands län;70-74 år;män;2015;8442
04 Södermanlands län;70-74 år;män;2016;8953
04 Södermanlands län;70-74 år;män;2017;9184
04 Södermanlands län;70-74 år;män;2018;9262
04 Södermanlands län;70-74 år;kvinnor;2008;5955
04 Södermanlands län;70-74 år;kvinnor;2009;6179
04 Södermanlands län;70-74 år;kvinnor;2010;6390
04 Södermanlands län;70-74 år;kvinnor;2011;6534
04 Södermanlands län;70-74 år;kvinnor;2012;7011
04 Södermanlands län;70-74 år;kvinnor;2013;7455
04 Södermanlands län;70-74 år;kvinnor;2014;8023
04 Södermanlands län;70-74 år;kvinnor;2015;8661
04 Södermanlands län;70-74 år;kvinnor;2016;9202
04 Södermanlands län;70-74 år;kvinnor;2017;9564
04 Södermanlands län;70-74 år;kvinnor;2018;9696
04 Södermanlands län;75-79 år;män;2008;4350
04 Södermanlands län;75-79 år;män;2009;4370
04 Södermanlands län;75-79 år;män;2010;4348
04 Södermanlands län;75-79 år;män;2011;4545
04 Södermanlands län;75-79 år;män;2012;4632
04 Södermanlands län;75-79 år;män;2013;4853
04 Södermanlands län;75-79 år;män;2014;5154
04 Södermanlands län;75-79 år;män;2015;5457
04 Södermanlands län;75-79 år;män;2016;5604
04 Södermanlands län;75-79 år;män;2017;6027
04 Södermanlands län;75-79 år;män;2018;6440
04 Södermanlands län;75-79 år;kvinnor;2008;5266
04 Södermanlands län;75-79 år;kvinnor;2009;5288
04 Södermanlands län;75-79 år;kvinnor;2010;5162
04 Södermanlands län;75-79 år;kvinnor;2011;5242
04 Södermanlands län;75-79 år;kvinnor;2012;5272
04 Södermanlands län;75-79 år;kvinnor;2013;5420
04 Södermanlands län;75-79 år;kvinnor;2014;5639
04 Södermanlands län;75-79 år;kvinnor;2015;5802
04 Södermanlands län;75-79 år;kvinnor;2016;5960
04 Södermanlands län;75-79 år;kvinnor;2017;6396
04 Södermanlands län;75-79 år;kvinnor;2018;6795
04 Södermanlands län;80-84 år;män;2008;3103
04 Södermanlands län;80-84 år;män;2009;3052
04 Södermanlands län;80-84 år;män;2010;3094
04 Södermanlands län;80-84 år;män;2011;3101
04 Södermanlands län;80-84 år;män;2012;3141
04 Södermanlands län;80-84 år;män;2013;3242
04 Södermanlands län;80-84 år;män;2014;3260
04 Södermanlands län;80-84 år;män;2015;3279
04 Södermanlands län;80-84 år;män;2016;3486
